ALERT checksum error, resending: 9U:S7:EV:RO:VN:YB
Error Temp out of range
logger test codes     29862349    637564344
10/10/2001 pH:  2.5 
Satcomm upload 02:05:07:02
Error pH out of range
Error Temp out of range
Satcomm upload 01:06:00:03
Satcomm upload 04:06:00:07
ALERT checksum error, resending: 4V:V0:T9:8S:XL:YX
Error Temp out of range
Satcomm upload 06:01:06:03
ALERT checksum error, resending: B7:QU:E6:ZY:ZQ:UX
Error Temp out of range
logger test codes    832853347    429543683
15/10/2001 pH:  5.5 
Coding checksum HQ:T3:SK:SS:VB:3V
15/10/2001 pH:  5.8 
Satcomm upload 03:06:01:07
Satcomm upload 07:05:01:07
16/10/2001 pH:  3.1 
logger test codes    581996315    263356212
Error Temp out of range
Satcomm upload 05:02:02:04
Satcomm upload 06:05:05:03
Satcomm upload 02:04:06:01
23/10/2001 pH: 11.2 
Error pH out of range
Satcomm upload 00:00:02:01
Error Temp out of range
Satcomm upload 06:05:00:06
Satcomm upload 05:06:04:06
ALERT checksum error, resending: W3:CV:X6:UZ:FJ:JQ
Coding checksum BW:TJ:89:PP:8X:5L
ALERT checksum error, resending: Z5:8I:E8:MO:9Q:FW
logger test codes    764151389    805701446
Error Temp out of range
Satcomm upload 02:03:01:05
Coding checksum J7:DQ:GZ:1X:0D:L9
Satcomm upload 00:01:04:01
Error Temp out of range
Coding checksum M8:KO:YN:AX:ES:PN
30/10/2001 pH:  2.0 
Satcomm upload 01:06:04:07
Satcomm upload 04:02:02:05
03/11/2001 pH: 13.5 
ALERT checksum error, resending: QE:1Y:0N:MC:EO:0V
Satcomm upload 07:06:06:03
06/11/2001 pH: 13.7 
Coding checksum JZ:NA:OA:20:9R:YV
Satcomm upload 00:07:04:04
Satcomm upload 06:04:07:02
logger test codes     42043715    863525438
Error pH out of range
Coding checksum BP:KR:AJ:83:Z6:4Z
Satcomm upload 05:05:04:07
13/11/2001 pH: 11.7 
ALERT checksum error, resending: 4Y:J2:RB:OE:9G:LK
ALERT checksum error, resending: DA:GP:7V:GY:DZ:L3
Error Temp out of range
Satcomm upload 02:03:01:02
logger test codes    525387410    358917787
Satcomm upload 06:07:00:01
15/11/2001 Temperature: 22.1 
Error Temp out of range
Satcomm upload 07:06:02:07
Satcomm upload 06:04:02:01
Coding checksum Z8:1W:73:BP:1W:69
16/11/2001 pH: 11.8 
Error Temp out of range
Error pH out of range
Error pH out of range
Error pH out of range
18/11/2001 Temperature: 24.6 
logger test codes    776059344    936894420
Satcomm upload 02:04:06:06
Error Temp out of range
25/11/2001 Temperature: 20.1 
Satcomm upload 07:01:05:00
ALERT checksum error, resending: 8C:K5:8C:WH:QE:I4
Error Temp out of range
Satcomm upload 01:02:00:04
Satcomm upload 07:01:02:02
Satcomm upload 05:03:03:00
Satcomm upload 01:00:02:07
Error Temp out of range
Error pH out of range
Satcomm upload 01:02:06:05
Satcomm upload 04:06:00:03
Error Temp out of range
Satcomm upload 02:03:05:00
ALERT checksum error, resending: DM:EV:K8:S2:AF:98
Coding checksum LS:58:MH:2C:8S:GU
Satcomm upload 07:00:05:04
Error pH out of range
Error pH out of range
02/12/2001 Temperature: 22.7 
Satcomm upload 00:00:04:07
Error Temp out of range
Satcomm upload 02:04:07:00
11/12/2001 pH:  4.8 
Satcomm upload 03:07:05:04
Satcomm upload 05:07:04:07
Error pH out of range
18/12/2001 Temperature: 15.4 
Coding checksum HF:TP:AO:2W:1G:CL
21/12/2001 Temperature: 26.4 
ALERT checksum error, resending: UR:TB:3H:PT:3O:1Q
logger test codes    318467324    469887981
Coding checksum I4:7R:BO:FY:TR:NJ
Satcomm upload 00:07:04:04
Satcomm upload 06:07:06:04
logger test codes    433846141    726018874
Error Temp out of range
Satcomm upload 02:07:02:02
23/12/2001 pH:  9.0 
24/12/2001 pH:  5.2 
Satcomm upload 07:00:07:02
logger test codes    394055931    733826056
Satcomm upload 00:04:05:07
01/01/2002 pH:  1.4 
Coding checksum HV:JH:TN:6J:U7:EO
ALERT checksum error, resending: HY:RB:OJ:YA:56:UM
Error pH out of range
logger test codes    705775680    307851789
02/01/2002 pH:  1.2 
06/01/2002 pH:  6.3 
11/01/2002 pH:  4.1 
ALERT checksum error, resending: YZ:DT:6F:UB:8D:Y5
Satcomm upload 07:02:07:00
Satcomm upload 02:01:06:07
Satcomm upload 05:06:04:07
12/01/2002 pH: 13.5 
Coding checksum 4N:TZ:VH:9I:R3:GE
Satcomm upload 01:07:03:05
14/01/2002 pH:  0.3 
Satcomm upload 04:01:01:02
Coding checksum N8:NB:B4:IM:UI:D4
Satcomm upload 03:05:06:07
Satcomm upload 06:06:07:04
Error Temp out of range
Satcomm upload 03:04:05:02
Satcomm upload 06:02:06:06
22/01/2002 pH: 11.1 
Error pH out of range
Error pH out of range
Error pH out of range
Error Temp out of range
Satcomm upload 06:05:05:04
logger test codes    623432947     38971522
Coding checksum 57:CZ:O0:7J:4M:DV
Error Temp out of range
logger test codes    892717349    762001653
Coding checksum SX:2I:36:GP:ZY:QJ
24/01/2002 pH: 11.9 
01/02/2002 pH:  0.7 
Error pH out of range
07/02/2002 Temperature: 16.3 
ALERT checksum error, resending: 6U:UG:RP:PO:2F:MF
ALERT checksum error, resending: TO:AD:MK:NF:E1:KS
12/02/2002 Temperature: 22.3 
logger test codes    235673825    964573666
16/02/2002 pH:  5.3 
ALERT checksum error, resending: TW:DR:V5:G1:G0:19
logger test codes    734249084    972953498
Error Temp out of range
22/02/2002 pH:  6.8 
Coding checksum SU:6C:QW:MD:1Z:TC
logger test codes    736983094    364207919
27/02/2002 Temperature: 16.4 
Error pH out of range
Error pH out of range
Satcomm upload 07:00:05:01
logger test codes    414334206    509799498
logger test codes    838332756    214098989
02/03/2002 Temperature: 28.4 
logger test codes    259961673    626494988
Coding checksum 49:SC:V7:5J:QF:NW
08/03/2002 pH:  7.0 
16/03/2002 pH:  6.3 
Satcomm upload 05:03:00:02
Satcomm upload 00:05:06:02
20/03/2002 Temperature: 17.5 
Satcomm upload 04:05:06:07
27/03/2002 pH: 11.4 
ALERT checksum error, resending: FU:HB:JC:9Z:V9:D3
Satcomm upload 07:07:06:06
Error Temp out of range
Coding checksum XY:AP:5G:N4:WR:ND
28/03/2002 Temperature: 16.8 
06/04/2002 Temperature: 22.6 
Error pH out of range
Satcomm upload 07:05:05:03
ALERT checksum error, resending: DX:IA:7W:QE:H8:8B
Coding checksum L2:5S:IN:3L:AG:5F
13/04/2002 pH:  8.3 
Satcomm upload 07:02:04:07
18/04/2002 pH:  9.4 
21/04/2002 Temperature: 29.7 
Error Temp out of range
Error pH out of range
30/04/2002 pH: 11.0 
Satcomm upload 01:05:02:02
Coding checksum IE:1G:9M:C0:6Y:CQ
Coding checksum 2U:F6:7U:7I:JY:DL
Error pH out of range
Satcomm upload 02:00:03:05
Error Temp out of range
logger test codes    755990787    164676627
Error pH out of range
Satcomm upload 02:02:00:03
Coding checksum I0:B7:ZR:SZ:S0:KC
Satcomm upload 04:03:05:01
Satcomm upload 03:04:01:04
ALERT checksum error, resending: HN:ZT:7D:NM:VV:G1
logger test codes    630715152    500585615
Error Temp out of range
Satcomm upload 01:04:05:01
ALERT checksum error, resending: 7F:EK:NI:3Q:7R:RW
09/05/2002 pH:  9.4 
Satcomm upload 04:00:06:05
Satcomm upload 04:00:07:05
Coding checksum X3:58:2S:RD:XJ:EC
Error pH out of range
Satcomm upload 04:01:02:06
Coding checksum P2:67:8W:D3:3U:13
14/05/2002 pH: 13.1 
logger test codes    103781549    567481529
logger test codes    950598672     24999731
Error pH out of range
Error Temp out of range
Satcomm upload 02:03:07:05
17/05/2002 Temperature: 24.2 
Coding checksum RB:8N:J9:GN:RF:PV
Satcomm upload 07:03:00:01
Satcomm upload 04:03:06:05
26/05/2002 Temperature: 23.1 
Coding checksum A7:RX:B2:UD:DA:7X
Satcomm upload 05:00:05:04
logger test codes    844418631    261745382
Error pH out of range
Error Temp out of range
Satcomm upload 05:03:07:02
Satcomm upload 06:04:06:07
29/05/2002 Temperature: 25.3 
ALERT checksum error, resending: JT:22:PG:8S:OG:T7
Satcomm upload 01:02:06:00
01/06/2002 pH: 11.7 
03/06/2002 Temperature: 26.3 
Error Temp out of range
Satcomm upload 06:04:03:06
Satcomm upload 01:06:02:07
Satcomm upload 05:01:01:02
Satcomm upload 03:06:07:07
logger test codes    391964368    446816464
Coding checksum HZ:J5:9N:E1:DE:TQ
Satcomm upload 01:02:03:06
ALERT checksum error, resending: 69:DL:I6:E1:64:JY
Satcomm upload 07:05:06:03
Error Temp out of range
Coding checksum C3:LO:MG:A4:P2:9I
logger test codes    313717195    117036756
Error Temp out of range
Error pH out of range
Satcomm upload 03:02:02:01
Satcomm upload 03:04:04:02
Error Temp out of range
Error pH out of range
logger test codes    115586539    274607992
Error Temp out of range
logger test codes    575419769    662863628
Satcomm upload 00:06:03:01
07/06/2002 Temperature: 17.5 
Error Temp out of range
Coding checksum 7T:ZU:QF:A5:Y4:LZ
Satcomm upload 00:03:03:05
Error Temp out of range
Error Temp out of range
Satcomm upload 01:00:06:03
Satcomm upload 05:02:00:07
Satcomm upload 03:03:04:04
Coding checksum H7:0A:56:HM:WX:X6
logger test codes    344914555    745146200
Satcomm upload 04:01:01:07
07/06/2002 Temperature: 24.4 
10/06/2002 Temperature: 19.0 
Error Temp out of range
Error Temp out of range
Coding checksum QZ:DQ:0K:0G:UF:Z2
Error Temp out of range
Error pH out of range
ALERT checksum error, resending: 1R:7J:C3:Z9:SW:0J
Error pH out of range
logger test codes    990194486    644627660
ALERT checksum error, resending: 8P:7V:6O:PI:NT:E8
logger test codes    251878617    378056815
Satcomm upload 02:01:06:00
19/06/2002 pH:  3.0 
28/06/2002 Temperature: 22.8 
01/07/2002 pH: 13.9 
01/07/2002 Temperature: 19.6 
Coding checksum VO:U4:0V:QX:8H:RN
ALERT checksum error, resending: 7H:UG:97:R5:LE:8G
Coding checksum BX:VN:NN:PT:FG:GX
ALERT checksum error, resending: UU:PJ:ND:99:4K:3O
Coding checksum TU:JU:RC:KZ:44:MN
Error pH out of range
02/07/2002 pH:  8.1 
ALERT checksum error, resending: EU:NM:XE:8A:LY:5H
ALERT checksum error, resending: 3S:SD:GA:U4:RD:NM
Error Temp out of range
Error Temp out of range
ALERT checksum error, resending: A9:IL:AM:77:PZ:SL
Error Temp out of range
11/07/2002 Temperature: 23.8 
18/07/2002 Temperature: 24.7 
Satcomm upload 07:07:01:01
Satcomm upload 01:01:07:01
Error Temp out of range
ALERT checksum error, resending: U6:9O:N5:DF:7U:EY
Error pH out of range
Satcomm upload 05:06:04:06
Satcomm upload 01:04:00:03
Satcomm upload 07:01:05:05
ALERT checksum error, resending: C2:6J:3U:IR:24:LA
logger test codes    714834040    956596832
logger test codes    338552904    873873452
Error pH out of range
ALERT checksum error, resending: SN:52:A4:XU:WZ:6O
logger test codes    339400317    751928776
Satcomm upload 04:04:00:04
Error Temp out of range
19/07/2002 Temperature: 23.0 
logger test codes    848672566    413656784
Satcomm upload 07:07:07:03
Coding checksum BQ:RQ:NS:XB:5B:WR
Satcomm upload 03:07:06:05
19/07/2002 pH:  2.3 
Satcomm upload 06:00:07:02
logger test codes    705122824    664175802
ALERT checksum error, resending: 3W:UM:AC:DN:KQ:SK
Satcomm upload 06:05:06:02
Coding checksum RB:S5:EE:GM:J9:UI
Error Temp out of range
24/07/2002 Temperature: 29.8 
Coding checksum X5:RW:9I:KW:51:BI
Error pH out of range
ALERT checksum error, resending: 6G:Y5:I8:PB:LR:22
28/07/2002 pH:  7.9 
04/08/2002 pH:  7.9 
11/08/2002 pH: 11.6 
18/08/2002 Temperature: 19.8 
Satcomm upload 07:04:00:00
24/08/2002 pH:  7.5 
Satcomm upload 00:03:04:07
ALERT checksum error, resending: FB:MS:E5:RA:Q7:OM
logger test codes    490823504    259539466
Error pH out of range
Error pH out of range
01/09/2002 Temperature: 26.5 
Error pH out of range
06/09/2002 pH:  7.5 
logger test codes    676148125    560057740
Error Temp out of range
Error Temp out of range
Coding checksum S9:ZC:EV:4K:HE:FT
Error Temp out of range
Satcomm upload 04:07:07:06
logger test codes    329840402    589415413
Satcomm upload 07:04:03:04
Error pH out of range
Satcomm upload 00:00:07:01
Satcomm upload 04:03:07:02
Satcomm upload 03:03:00:00
15/09/2002 pH:  2.8 
Satcomm upload 04:01:00:06
17/09/2002 Temperature: 25.9 
Satcomm upload 05:04:07:04
26/09/2002 Temperature: 24.1 
logger test codes    947167092    216502499
Coding checksum ZB:AP:WK:R5:I5:BT
ALERT checksum error, resending: C2:XV:MA:QP:3Y:4X
Satcomm upload 03:00:06:03
Satcomm upload 01:05:00:02
ALERT checksum error, resending: W5:YC:KK:P5:VM:Q3
27/09/2002 pH:  6.9 
Satcomm upload 03:02:03:05
Error Temp out of range
Error Temp out of range
Coding checksum 4M:YH:C0:1G:7H:7W
01/10/2002 pH:  1.9 
02/10/2002 Temperature: 24.4 
ALERT checksum error, resending: WL:CT:AG:88:VJ:6J
Satcomm upload 07:00:07:03
Coding checksum W9:E3:JG:QA:FB:LZ
Satcomm upload 07:04:03:03
Satcomm upload 00:02:02:05
Coding checksum MN:JA:UX:WK:OB:9G
ALERT checksum error, resending: A2:HC:SY:F2:9U:73
Error pH out of range
11/10/2002 pH: 10.4 
Satcomm upload 07:00:01:07
Error pH out of range
19/10/2002 pH: 10.7 
Satcomm upload 04:02:06:01
Satcomm upload 00:03:04:00
Coding checksum UP:X1:XX:V5:GF:3J
Coding checksum FP:U2:DF:OT:AE:P1
Error pH out of range
Satcomm upload 00:03:07:06
Coding checksum 7F:VQ:ZT:4E:3T:9G
logger test codes    419577343      9893550
Error Temp out of range
27/10/2002 Temperature: 19.4 
06/11/2002 Temperature: 15.7 
Satcomm upload 04:04:02:00
Coding checksum 9Q:BE:1Y:IH:NJ:PV
Satcomm upload 05:07:07:07
Satcomm upload 01:02:02:04
ALERT checksum error, resending: RU:KL:44:MP:YZ:MR
ALERT checksum error, resending: W2:EA:3A:MT:2F:OM
logger test codes    679860814     12294217
Satcomm upload 07:00:05:04
Error pH out of range
Satcomm upload 06:00:06:01
Coding checksum PF:1U:MJ:45:G2:Y6
Satcomm upload 07:01:01:06
Satcomm upload 06:02:00:00
Error Temp out of range
Error pH out of range
Coding checksum UH:JD:ZT:G3:OI:FL
ALERT checksum error, resending: KS:XV:8E:RF:JQ:X8
Coding checksum GV:TL:XA:GM:M5:0C
Error Temp out of range
Coding checksum 47:MY:8D:LZ:O2:2T
09/11/2002 Temperature: 15.4 
15/11/2002 pH:  5.8 
Satcomm upload 05:02:05:06
Error pH out of range
Satcomm upload 01:04:07:01
Error Temp out of range
ALERT checksum error, resending: PG:EC:BB:79:8P:JS
Satcomm upload 03:00:07:07
Satcomm upload 00:07:07:02
ALERT checksum error, resending: 7D:FK:XX:RK:4N:5Y
Satcomm upload 00:02:05:07
Satcomm upload 02:02:03:07
20/11/2002 pH: 13.2 
23/11/2002 Temperature: 18.3 
Error pH out of range
Satcomm upload 03:05:06:05
Error Temp out of range
29/11/2002 pH: 11.2 
Error Temp out of range
ALERT checksum error, resending: EK:0P:IL:4N:XH:49
logger test codes    265604712    556266008
ALERT checksum error, resending: SR:F9:9H:U6:RS:GD
Satcomm upload 01:04:03:00
Satcomm upload 03:01:00:04
Satcomm upload 07:00:05:04
Coding checksum NI:LQ:LN:3N:1C:0P
Satcomm upload 00:02:06:01
Coding checksum 6T:JL:PQ:M0:4R:LW
logger test codes    143881904    669827386
Satcomm upload 04:05:00:02
Satcomm upload 02:05:06:00
07/12/2002 Temperature: 25.1 
Satcomm upload 02:03:04:07
Error pH out of range
logger test codes    694584941    658476361
15/12/2002 pH:  3.6 
ALERT checksum error, resending: QC:R9:KO:2O:D0:KH
Coding checksum C6:TG:UR:S2:KN:I3
ALERT checksum error, resending: NR:2J:R0:KH:MT:4G
Satcomm upload 01:07:05:05
Error Temp out of range
Satcomm upload 00:05:03:05
Satcomm upload 00:04:05:05
ALERT checksum error, resending: KI:3N:GQ:R4:C0:14
Coding checksum 54:JT:22:VL:UW:2D
Satcomm upload 02:00:07:00
Error pH out of range
ALERT checksum error, resending: AR:KU:WE:RO:MG:H2
Error pH out of range
logger test codes    522363684    602345752
Coding checksum BI:RW:N6:EF:8F:LS
ALERT checksum error, resending: UB:WJ:ZK:K1:1K:8Y
Error Temp out of range
ALERT checksum error, resending: 5D:1X:1R:8X:RT:44
logger test codes    532637975    695643074
22/12/2002 pH:  5.4 
Satcomm upload 04:01:02:01
Error Temp out of range
Error pH out of range
logger test codes    787257595    137905451
Error pH out of range
Error pH out of range
Satcomm upload 04:01:00:03
Satcomm upload 00:04:01:06
Satcomm upload 03:07:02:04
logger test codes    278508529    502413949
Error pH out of range
Satcomm upload 07:01:00:00
27/12/2002 pH:  1.0 
30/12/2002 Temperature: 20.9 
Error Temp out of range
Satcomm upload 04:05:06:05
Satcomm upload 03:02:00:02
Satcomm upload 01:05:07:00
Error Temp out of range
02/01/2003 pH:  9.9 
Error Temp out of range
Error pH out of range
Satcomm upload 05:05:05:03
Coding checksum SJ:VC:VV:6F:CG:OV
Satcomm upload 03:01:05:02
Error pH out of range
Satcomm upload 04:07:04:00
Error pH out of range
logger test codes    117112613    582667323
Error Temp out of range
Satcomm upload 06:00:00:05
04/01/2003 Temperature: 27.9 
Error Temp out of range
Error Temp out of range
08/01/2003 Temperature: 22.5 
Satcomm upload 03:07:01:03
Error Temp out of range
Satcomm upload 05:04:03:01
Error pH out of range
Error pH out of range
Satcomm upload 03:03:06:05
Satcomm upload 02:05:06:06
logger test codes    407116697    824937756
logger test codes    160635120    435216162
ALERT checksum error, resending: BM:QU:96:GQ:D1:SM
11/01/2003 pH: 12.2 
Coding checksum XB:H2:CE:ZD:PW:1S
13/01/2003 Temperature: 26.8 
Error pH out of range
Satcomm upload 00:07:02:01
Error pH out of range
Error pH out of range
20/01/2003 Temperature: 26.1 
Error Temp out of range
Error Temp out of range
23/01/2003 Temperature: 19.1 
logger test codes    150510787    585338961
26/01/2003 Temperature: 17.9 
Satcomm upload 02:02:06:00
ALERT checksum error, resending: 46:18:Q2:A8:XU:AA
Error Temp out of range
Satcomm upload 07:01:04:03
ALERT checksum error, resending: M4:6C:UO:AR:O2:ZS
Satcomm upload 02:00:07:03
Error pH out of range
Error pH out of range
ALERT checksum error, resending: NG:0H:5U:NT:YR:EJ
Satcomm upload 00:06:02:06
ALERT checksum error, resending: SL:7P:OL:HV:29:GB
Satcomm upload 01:03:01:01
Coding checksum GU:A4:HX:ZV:6B:8X
Satcomm upload 04:05:06:02
Satcomm upload 07:00:05:07
04/02/2003 Temperature: 28.9 
Error Temp out of range
Error pH out of range
logger test codes    896196214    911088448
